Address,Neighborhood,Ward,Description,ZipCode,Usage,Lot Square Feet,ParcelId
4724 PENNSYLVANIA AV,Mount Pleasant,9,,63111,Vacant Lot,1128,27570001000
4548 NEBRASKA AV,Mount Pleasant,9,,63111,Vacant Lot,1544.316739,27180000100
2646 GRAVOIS AV,Benton Park West,9,,63118,Vacant Lot,1655.5865,20730000400
2323 INDIANA AV,McKinley Heights,9,Fenced,63104,Vacant Lot,1837.488729,14011301700
4728 PENNSYLVANIA AV,Mount Pleasant,9,,63111,Vacant Lot,1934.401472,27570000900
2325 INDIANA AV,McKinley Heights,9,Fenced,63104,Vacant Lot,2002.573129,14011301800
4732 PENNSYLVANIA AV,Mount Pleasant,9,,63111,Vacant Lot,2130.518166,27570000800
2839 S 18TH ST,Benton Park,9,,63118,Vacant Lot,2156.0641915,14140003200
2647 ARSENAL ST,Benton Park West,9,,63118,Vacant Lot,2627.51,19820002700
4740 PENNSYLVANIA AV,Mount Pleasant,9,,63111,Vacant Lot,2633.818896,27570000600
3306 WISCONSIN AV,Benton Park,9,,63118,Vacant Lot,2664.89565,15320001200
2310 SHENANDOAH AV,McKinley Heights,9,,63104,Vacant Lot,2750.053558,14011300800
4227 CALIFORNIA AV,Mount Pleasant,9,,63111,Vacant Lot,2792.51688,26590002800
2928 OHIO AV,Benton Park West,9,,63118,Vacant Lot,2859.364221,19940000200
3146 TEXAS AV,Benton Park West,9,,63118,Vacant Lot,2929.306956,17610000500
3149 TEXAS AV,Benton Park West,9,,63118,Vacant Lot,2931.32058,17600003900
3335 MINNESOTA AV,Benton Park West,9,,63118,Vacant Lot,2978.779203,15030003600
3331 MINNESOTA AV,Benton Park West,9,,63118,Vacant Lot,3027.187363,15030003400
3525 MISSOURI AV,Marine Villa,9,,63118,Vacant Lot,3063,15570002100
2843 INDIANA AV,Benton Park,9,,63118,Vacant Lot,3069.595209,14200002900
2845 INDIANA AV,Benton Park,9,,63118,Vacant Lot,3069.7163875,14200003000
2841 INDIANA AV,Benton Park,9,,63118,Vacant Lot,3069.7163875,14200002800
3015 MCNAIR AV,Benton Park,9,,63118,Vacant Lot,3071.4010035,19780001400
3223 OHIO AV,Benton Park West,9,,63118,Vacant Lot,3091.6463295,15160002200
3320 LEMP AV,Benton Park,9,,63118,Vacant Lot,3125.045998,15360000600
4222 CALIFORNIA AV,Mount Pleasant,9,,63111,Vacant Lot,3125.046997,26600001100
3143 OHIO AV,Benton Park West,9,,63118,Vacant Lot,3125.05546,17590002200
3141 OHIO AV,Benton Park West,9,,63118,Vacant Lot,3125.057764,17590002100
3418 CHEROKEE ST,Benton Park West,9,,63118,Vacant Lot,3133.5838185,15860001900
3015 MCNAIR AV,Benton Park,9,,63118,Vacant Lot,3138,19780001400
4214 CALIFORNIA AV,Mount Pleasant,9,,63111,Vacant Lot,3156.26283,26600001400
3318 CHEROKEE ST,Benton Park West,9,,63118,Vacant Lot,3181.236902,15850001300
3318 MINNESOTA AV,Benton Park West,9,,63118,Vacant Lot,3186.67,15060000800
2921 TEXAS AV,Benton Park West,9,,63118,Vacant Lot,3188.363755,19940001500
4719 MINNESOTA AV,Mount Pleasant,9,,63111,Vacant Lot,3205,27590002800
2744 UTAH ST,Benton Park West,9,,63118,Vacant Lot,3208.424929,15140001300
3008 OHIO AV,Benton Park West,9,Fenced Vacant Lot,63118,Vacant Lot,3213,19820000900
3315 NEBRASKA AV,Benton Park West,9,,63118,Vacant Lot,3226.607818,15070001400
3017 IOWA AV,Benton Park West,9,,63118,Vacant Lot,3263.384252,20580001200
3244 IOWA AV,Benton Park West,9,,63118,Vacant Lot,3284.603547,15160000100
3156 NEBRASKA AV,Benton Park West,9,,63118,Vacant Lot,3289.817732,14750001200
3158 NEBRASKA AV,Benton Park West,9,,63118,Vacant Lot,3316.8621895,14750001100
3427 INDIANA AV,Marine Villa,9,,63118,Vacant Lot,3329.071336,15600002800
2926 OHIO AV,Benton Park West,9,,63118,Vacant Lot,3455.156916,19940000309
3233 S JEFFERSON AV,Benton Park West,9,,63118,Vacant Lot,3510,15200001200
2839 OSCEOLA ST,Mount Pleasant,9,,63111,Vacant Lot,3746.533677,26760003100
1911 PRESIDENT ST,Marine Villa,9,,63118,Vacant Lot,3749.85093,15490001200
3335 MISSOURI AV,Benton Park,9,,63118,Vacant Lot,3760,15230001500
2718 S JEFFERSON AV,Benton Park,9,,63118,Vacant Lot,3796.5155005,18040000500
2716 INDIANA AV,Benton Park,9,,63118,Vacant Lot,3976,18030000300
2858 INDIANA AV,Benton Park,9,,63118,Vacant Lot,4053.498127,14190000250
2847 INDIANA AV,Benton Park,9,,63118,Vacant Lot,4092.877699,14200003100
3190 NEBRASKA AV,Benton Park West,9,,63118,Vacant Lot,4112,14750000100
2849 OHIO AV,Benton Park West,9,,63118,Vacant Lot,4160.031189,14230003100
2615 LYNCH ST,Benton Park West,9,,63118,Vacant Lot,4320.485301,20700000100
3334 CALIFORNIA AV,Benton Park West,9,,63118,Vacant Lot,4375.055848,15140000200
3317 VIRGINIA AV,Benton Park West,9,,63118,Vacant Lot,4512.8426345,14970001600
3006 TEXAS AV,Benton Park West,9,,63118,Vacant Lot,4517.441887,19810000700
2837 OHIO AV,Benton Park West,9,,63118,Vacant Lot,4626.277636,14230002200
3225 TEXAS AV,Benton Park West,9,,63118,Vacant Lot,4643.5307125,15170002800
3333 LEMP AV,Benton Park,9,Fenced,63118,Vacant Lot,4687.2466095,15330002000
3310 SALENA ST,Benton Park,9,,63118,Vacant Lot,4687.311405,15330000900
2867 INDIANA AV,Benton Park,9,,63118,Vacant Lot,5208.1898215,14200003600
2860 INDIANA AV,Benton Park,9,,63118,Vacant Lot,5281.717322,14190000200
2716 S JEFFERSON AV,Benton Park,9,,63118,Vacant Lot,5285.916698,18040000600
4638 NEBRASKA AV,Mount Pleasant,9,,63111,Vacant Lot,5452.70593,27490003300
2906 CALIFORNIA AV,Benton Park West,9,,63118,Vacant Lot,5512.6690895,19960000400
2825 IOWA AV,Benton Park West,9,,63118,Vacant Lot,5524.669773,14240600600
3420 WISCONSIN AV,Marine Villa,9,,63118,Vacant Lot,5580.7221185,15510000150
2810 CHARITON ST,Mount Pleasant,9,a/k/a 4301 California Ave.,63111,Vacant Lot,5688.920024,26750001400
2025 MIAMI ST,Marine Villa,9,,63118,Vacant Lot,5895,15530004000
3336 IOWA AV,Benton Park West,9,,63118,Vacant Lot,6000.064407,15150000300
2810 S JEFFERSON AV,Benton Park,9,,63118,Vacant Lot,6242,14200001700
3164 IOWA AV,Benton Park West,9,,63118,Vacant Lot,6250.135596,17590000200
3241 MICHIGAN AV,Benton Park West,9,,63118,Vacant Lot,6512.624887,15010002100
2905 DELOR ST,Mount Pleasant,9,,63111,Vacant Lot,6629.616742,27570003200
3172 CALIFORNIA AV,Benton Park West,9,,63118,Vacant Lot,7125,17560000100
2800 S JEFFERSON AV,Benton Park,9,,63118,Vacant Lot,9988,14200001800
3338 WISCONSIN AV,Benton Park,9,,63118,Vacant Lot,10101.8256855,15320000100
1960 PROVENCHERE PL,Benton Park,9,,63118,Vacant Lot,12733.426658,20540004600
5506 SOUTHWEST AV,Southwest Garden,10,,63139,Vacant Lot,1512.011555,40581804200
5514 COLUMBIA AV,Southwest Garden,10,,63139,Vacant Lot,2381,40540201900
4405 FYLER AV,Tower Grove South,10,,63116,Vacant Lot,7000,90840001850
3283 ALFRED AV,Tower Grove South,10,,63116,Vacant Lot,10000,90840001800
7433 TENNESSEE AV,Carondelet,11,,63111,Vacant Lot,118.05,30730001800
6213 IDAHO AV,Carondelet,11,,63111,Vacant Lot,234.25,29300003400
610 FILLMORE ST,Carondelet,11,,63111,Vacant Lot,263.53,29280000502
6706 IDAHO AV,Carondelet,11,,63111,Vacant Lot,525.62,29960001500
6429 ALABAMA AV,Carondelet,11,,63111,Vacant Lot,676.49,29660002000
5609 MICHIGAN AV,Carondelet,11,,63111,Vacant Lot,678.44,28640001100
6109 VIRGINIA AV,Carondelet,11,,63111,Vacant Lot,894.14,29270000700
518 WILMINGTON AV,Carondelet,11,,63111,Vacant Lot,1336.29,29100001400
7810 VERMONT AV,Patch,11,Triangular Parcel of Vacant Ground,63111,Vacant Lot,1637,31340000250
6423 IDAHO AV,Carondelet,11,,63111,Vacant Lot,1789.82,29650000400
6340 LOUISIANA AV,Carondelet,11,,63111,Vacant Lot,1918.5,29580000100
116 BOWEN ST,Carondelet,11,,63111,Vacant Lot,2295.15,29460001000
7831 REILLY AV,Patch,11,,63111,Vacant Lot,2878.33,31260001000
8208 ALABAMA AV,Patch,11,,63111,Vacant Lot,2951.17,32140003800
218 QUINCY ST,Carondelet,11,,63111,Vacant Lot,3084.64,30150000100
6105 IDAHO AV,Carondelet,11,,63111,Vacant Lot,3125.1,29300001700
5920 MINNESOTA AV,Carondelet,11,,63111,Vacant Lot,3179.03,29150001600
8223 VULCAN ST,Patch,11,,63111,Vacant Lot,3337.59,32000002100
7600 VERMONT AV,Patch,11,,63111,Vacant Lot,3340.88,31000002200
8219 S BROADWAY ,Patch,11,Fenced Lot,63111,Vacant Lot,3350,32050000900
528 W POEPPING ST,Patch,11,,63111,Vacant Lot,3364.7,31780000700
7702 MICHIGAN AV,Patch,11,,63111,Vacant Lot,3397,31140000800
7707 VIRGINIA AV,Patch,11,Fenced Vacant Lot,63111,Vacant Lot,3500,31110000200
6321 ALASKA AV,Carondelet,11,,63111,Vacant Lot,3782.13,29580002100
6801 VIRGINIA AV,Carondelet,11,,63111,Vacant Lot,4007,29980001700
721 BOWEN ST,Carondelet,11,,63111,Vacant Lot,4047.74,29290000100
7519 ALASKAN CT,Carondelet,11,,63111,Vacant Lot,4134.04,64520001500
514 W DAVIS ST,Patch,11,,63111,Vacant Lot,4440,32140001300
5321 MINNESOTA AV,Carondelet,11,,63111,Vacant Lot,4457.5260805,28260001600
6119 PENNSYLVANIA AV,Carondelet,11,,63111,Vacant Lot,4891.15,29160002800
216 BOWEN ST,Carondelet,11,,63111,Vacant Lot,5212.79,29450000900
7402 TENNESSEE AV,Carondelet,11,0.092 Acres,63111,Vacant Lot,5353.92,30700000200
8522 WATER ST,Patch,11,,63111,Vacant Lot,7007.05,32330000100
7511 PENNSYLVANIA AV,Patch,11,Fenced Vacant Lot,63111,Vacant Lot,7081.08,30820000400
8100 VULCAN ST,Patch,11,,63111,Vacant Lot,8432.99,31850000600
8617 MINNESOTA AV,Patch,11,,63111,Vacant Lot,8656.91,32540000700
8625 MINNESOTA AV,Patch,11,,63111,Vacant Lot,9060.11,32540000800
8027 ZELLIE AV,Boulevard Heights,11,,63125,Vacant Lot,9076.8,32980001050
3748 COMSTOCK DR,Boulevard Heights,11,0.358 Acres,63125,Vacant Lot,15917.29,32980004600
8635 MINNESOTA AV,Patch,11,,63111,Vacant Lot,16916.42,32540000900
8645 MINNESOTA AV,Patch,11,,63111,Vacant Lot,20092.39,32540001000
4920 SCHOLLMEYER AV,Princeton Heights,12,,63109,Vacant Lot,468.253929,55640001500
4565 LOUGHBOROUGH AV,Boulevard Heights,12,,63116,Vacant Lot,721.628706,53720001700
5612 GRESHAM AV,Princeton Heights,12,,63109,Vacant Lot,791.54898,59570000700
6438 CENTER CT,Princeton Heights,13,,63116,Vacant Lot,305.01,61730000200
5428 MORGAN FORD RD,Bevo Mill,13,,63116,Vacant Lot,743.4,62640004000
5011 S 37TH ST,Dutchtown,13,,63116,Vacant Lot,919.2792705,47090002100
5712 GOENER AV,Bevo Mill,13,,63116,Vacant Lot,1252.4019475,58760000850
4416 DRESDEN AV,Bevo Mill,13,,63116,Vacant Lot,1756.1331385,58800002100
3724 WALSH ST,Holly Hills,13,,63116,Vacant Lot,2196,47140001310
5868 GOENER AV,Bevo Mill,13,,63116,Vacant Lot,2337.6786065,58800000100
4256 BATES ST,Bevo Mill,13,,63116,Vacant Lot,2396.3781375,55020009000
4112 SCHILLER PL,Bevo Mill,13,,63116,Vacant Lot,3294,62650001600
5403 LOUISIANA AV,Carondelet,13,,63111,Vacant Lot,4132.229919,28440000100
3712 EILER ST,Holly Hills,13,,63116,Vacant Lot,4275,54760001300
5019 ULENA AV,Bevo Mill,13,,63116,Vacant Lot,4355.46398,56470001800
4222 WALSH ST,Bevo Mill,13,,63116,Vacant Lot,5799,59360000900
5014 38TH ST,Dutchtown,13,Fenced Industrial Lot,63116,Vacant Lot,7072.2609845,47080000660
3909 EICHELBERGER ST,Bevo Mill,13,,63116,Vacant Lot,7678.7881965,53240304900
5806 GRAVOIS AV,Bevo Mill,13,Paved Vacant Lot,63116,Vacant Lot,12759.120073,60632200700
4957 LANSDOWNE AV,Southampton,14,,63109,Vacant Lot,37,51650004900
3975 RANDALL ST,Bevo Mill,14,,63116,Vacant Lot,3605,50700004610
3963 NEOSHO ST,Bevo Mill,14,,63116,Vacant Lot,11197.5004935,90360000700
3417 S SPRING AV,Tower Grove South,15,,63116,Vacant Lot,472.012352,41860002700
3935 CHIPPEWA ST,Tower Grove South,15,,63116,Vacant Lot,624.9515805,57910003200
3418 MORGAN FORD RD,Tower Grove South,15,Triangular Shaped Lot,63116,Vacant Lot,1135.4986795,41350000200
3157 BENT AV,Tower Grove South,15,,63116,Vacant Lot,1512,50620002300
3473 GILES AV,Tower Grove South,15,Fenced Lot,63116,Vacant Lot,2511.418766,41840002350
4259 CONNECTICUT ST,Tower Grove South,15,,63116,Vacant Lot,2587.853185,41620004900
4241 MIAMI ST,Tower Grove South,15,,63116,Vacant Lot,5465.1648535,41250000700
3504 S SPRING AV,Tower Grove South,15,,63116,Vacant Lot,6124.4986825,41830002000
4231 THOLOZAN AV,Tower Grove South,15,,63116,Vacant Lot,6332.1806065,41160002000
3506 MORGAN FORD RD,Tower Grove South,15,,63116,Vacant Lot,13778.960711,41250001900
4570 WABASH AV,Lindenwood Park,16,,63109,Vacant Lot,5743.04,62670003300
6945 HI VIEW AV,Lindenwood Park,16,,63109,Vacant Lot,8298.82,62680002300
4544 MANCHESTER AV,Forest Park Southeast,17,,63110,Vacant Lot,35.145238,50470000800
4330 CHOUTEAU AV,Forest Park Southeast,17,,63110,Vacant Lot,1736.1908465,51140200600
4448 SWAN AV,Forest Park Southeast,17,,63110,Vacant Lot,1841.284474,39750000800
4438 SWAN AV,Forest Park Southeast,17,,63110,Vacant Lot,1945.3561585,39750001300
4201 NORFOLK AV,Forest Park Southeast,17,,63110,Vacant Lot,2345.037,39770001707
4237 CHOUTEAU AV,Forest Park Southeast,17,,63110,Vacant Lot,2465.291179,39650005200
4458 VISTA AV,Forest Park Southeast,17,,63110,Vacant Lot,2517.961509,39810000900
4233 ARCO AV,Forest Park Southeast,17,,63110,Vacant Lot,2530.0239975,51130203200
4428 NORFOLK AV,Forest Park Southeast,17,,63110,Vacant Lot,2591.0818325,39800001500
4328 SWAN AV,Forest Park Southeast,17,,63110,Vacant Lot,2625.0976045,39760001400
4542 MANCHESTER AV,Forest Park Southeast,17,,63110,Vacant Lot,3012.382731,50470001000
4237 VISTA AV,Forest Park Southeast,17,,63110,Vacant Lot,3046,39780003500
4326 VISTA AV,Forest Park Southeast,17,,63110,Vacant Lot,3125,39820001300
4344 SWAN AV,Forest Park Southeast,17,Fenced Lot,63110,Vacant Lot,3125,39760000800
4315 HUNT AV,Forest Park Southeast,17,,63110,Vacant Lot,3125.039791,39820002900
4345 HUNT AV,Forest Park Southeast,17,,63110,Vacant Lot,3125.078908,39820004100
4311 HUNT AV,Forest Park Southeast,17,,63110,Vacant Lot,3125.103518,39820002800
4358 HUNT AV,Forest Park Southeast,17,,63110,Vacant Lot,3152.994883,39850000600
4432 NORFOLK AV,Forest Park Southeast,17,,63110,Vacant Lot,3157.01737,39800001400
4247 ARCO AV,Forest Park Southeast,17,,63110,Vacant Lot,3162.4978275,51130203700
4434 NORFOLK AV,Forest Park Southeast,17,,63110,Vacant Lot,3253.350327,39800001300
4233 GIBSON AV,Forest Park Southeast,17,,63110,Vacant Lot,3269.71,51140105100
4367 HUNT AV,Forest Park Southeast,17,,63110,Vacant Lot,3302.2354565,39820004900
1308 S TAYLOR AV,Forest Park Southeast,17,,63110,Vacant Lot,3306.4445745,39800005100
4230 CHOUTEAU AV,Forest Park Southeast,17,,63110,Vacant Lot,3336.489541,51140100600
4403 GIBSON AV,Forest Park Southeast,17,,63110,Vacant Lot,3336.54,51110002600
4401 GIBSON AV,Forest Park Southeast,17,,63110,Vacant Lot,3336.57,51110002500
4241 GIBSON AV,Forest Park Southeast,17,,63110,Vacant Lot,3336.62,51140105400
4477 VISTA AV,Forest Park Southeast,17,,63110,Vacant Lot,3338.024832,39800004700
4351 GIBSON AV,Forest Park Southeast,17,,63110,Vacant Lot,3455.6078545,51140203507
1124 KENTUCKY AV,Forest Park Southeast,17,,63110,Vacant Lot,3716.8100305,39920001100
1123 KENTUCKY AV,Forest Park Southeast,17,,63110,Vacant Lot,3968.6173555,39910003100
4451 NORFOLK AV,Forest Park Southeast,17,,63110,Vacant Lot,4070.294415,39750004100
4074 PARK AV,Botanical Heights,17,0.094 Acres,63110,Vacant Lot,4418,49650000100
4332 CHOUTEAU AV,Forest Park Southeast,17,,63110,Vacant Lot,4461.3871405,51140200400
4312 MANCHESTER AV,Forest Park Southeast,17,,63110,Vacant Lot,4607.066413,39730001700
4531 SWAN AV,Forest Park Southeast,17,,63110,Vacant Lot,5216.52465,50470003109
1303 S BOYLE AV,Forest Park Southeast,17,Paved Parking Lot,63110,Vacant Lot,6039.691936,39780002100
4444 VISTA AV,Forest Park Southeast,17,,63110,Vacant Lot,6383.296484,39810001400
4211 CHOUTEAU AV,Forest Park Southeast,17,,63110,Vacant Lot,6546.1375685,39650004600
4453 NORFOLK AV,Forest Park Southeast,17,,63110,Vacant Lot,7419.0873325,39750004200
4455 HUNT AV,Forest Park Southeast,17,,63110,Vacant Lot,7419.403313,39810004550
313 S VANDEVENTER AV,Central West End,17,Part of Vacated Alley--0.115 Acres,63110,Vacant Lot,7934.7264305,39530001710
3691 MARKET ST,Midtown,17,,63110,Vacant Lot,9008.8451105,21980000900
5005 CATES AV,Academy,18,,63108,Vacant Lot,232.5370565,48400002800
3941 COOK AV,Vandeventer,18,,63113,Vacant Lot,433.8324985,37410007000
5121 CATES AV,Academy,18,,63108,Vacant Lot,774.945879,48410003300
3873 BELL AV,Covenant Blu / Grand Center,18,,63108,Vacant Lot,884.2620835,25130003900
4507 ENRIGHT AV,Lewis Place,18,,63108,Vacant Lot,896.8901935,37610603000
3871 BELL AV,Covenant Blu / Grand Center,18,,63108,Vacant Lot,914.9774715,25130003800
4515 ENRIGHT AV,Lewis Place,18,,63108,Vacant Lot,1053.623496,37610603150
1224 PRAIRIE AV,Covenant Blu / Grand Center,18,,63113,Vacant Lot,1106.8835015,37360000600
4513 ENRIGHT AV,Lewis Place,18,,63108,Vacant Lot,1163.6794055,37610603100
3712 ALDINE AV,JeffVanderLou,18,,63113,Vacant Lot,1250,18680002700
3943 C D BANKS AV,Vandeventer,18,,63113,Vacant Lot,1272.3003505,45640004100
1409 WALTON AV,Fountain Park,18,,63113,Vacant Lot,1356.530391,37780004800
3943 C D BANKS AV,Vandeventer,18,,63113,Vacant Lot,1377.93,45640004200
916 MARCUS AV,Lewis Place,18,,63108,Vacant Lot,1425,37610502100
1222 PRAIRIE AV,Covenant Blu / Grand Center,18,,63113,Vacant Lot,1433.7399615,37360000500
3945 C D BANKS AV,Vandeventer,18,,63113,Vacant Lot,1439.566986,45640004300
4738 MCMILLAN AV,Lewis Place,18,,63108,Vacant Lot,1583.841003,50570000200
1112 N EUCLID AV,Fountain Park,18,,63113,Vacant Lot,1583.958689,37700006700
3747 EVANS AV,Covenant Blu / Grand Center,18,,63113,Vacant Lot,1607.511168,18660003600
3745 EVANS AV,Covenant Blu / Grand Center,18,,63113,Vacant Lot,1628.730555,18660003500
4009 C D BANKS AV,Vandeventer,18,,63113,Vacant Lot,1639.36,45640005500
4011 C D BANKS AV,Vandeventer,18,,63113,Vacant Lot,1643.655637,45640005600
4173 C D BANKS AV,Vandeventer,18,,63113,Vacant Lot,1649.9732655,45630004000
4001 C D BANKS AV,Vandeventer,18,,63113,Vacant Lot,1670.7922575,45640005200
4204 COOK AV,Vandeventer,18,,63113,Vacant Lot,1672.077947,37460003600
1201 AUBERT AV,Fountain Park,18,,63113,Vacant Lot,1673.5383975,37670004610
1310 PRAIRIE AV,Covenant Blu / Grand Center,18,,63113,Vacant Lot,1694.9011875,18650003000
4193 C D BANKS AV,Vandeventer,18,,63113,Vacant Lot,1706.249126,45630004100
4202 COOK AV,Vandeventer,18,,63113,Vacant Lot,1789,37460003700
1201 AUBERT AV,Fountain Park,18,,63113,Vacant Lot,1804.5832465,37670004590
4013 C D BANKS AV,Vandeventer,18,,63113,Vacant Lot,1815.2271215,45640005700
3717 COOK AV,Covenant Blu / Grand Center,18,,63113,Vacant Lot,1835.4048225,37360002400
4163 C D BANKS AV,Vandeventer,18,,63113,Vacant Lot,1843.7050585,45630003650
3949 C D BANKS AV,Vandeventer,18,,63113,Vacant Lot,1910.448197,45640004500
1024 WHITTIER ST,Vandeventer,18,,63113,Vacant Lot,1914.69,45660003400
3953 C D BANKS AV,Vandeventer,18,,63113,Vacant Lot,1943.9844445,45640004650
913 MARCUS AV,Lewis Place,18,,63108,Vacant Lot,1954.0461045,50570001500
4005 C D BANKS AV,Vandeventer,18,,63113,Vacant Lot,1984.135816,45640005400
3947 C D BANKS AV,Vandeventer,18,,63113,Vacant Lot,1989.162665,45640004400
4012 FINNEY AV,Vandeventer,18,,63113,Vacant Lot,1997.279416,45640001600
4206 FINNEY AV,Vandeventer,18,,63113,Vacant Lot,1999.9610535,45630000600
4203 W COOK AV,Vandeventer,18,,63113,Vacant Lot,2000.066648,37450005650
910 ACADEMY AV,Academy,18,,63108,Vacant Lot,2012.48,48390005700
3736 FINNEY AV,Covenant Blu / Grand Center,18,,63113,Vacant Lot,2014.983997,37470001750
3703 EVANS AV,Covenant Blu / Grand Center,18,,63113,Vacant Lot,2038.75802,18660001800
3960 FINNEY AV,Vandeventer,18,,63113,Vacant Lot,2055.621034,45640002600
4167 C D BANKS AV,Vandeventer,18,,63113,Vacant Lot,2062.472215,45630003800
4165 C D BANKS AV,Vandeventer,18,,63113,Vacant Lot,2062.479421,45630003700
3962 FINNEY AV,Vandeventer,18,,63113,Vacant Lot,2064.76,45640002500
3701 EVANS AV,Covenant Blu / Grand Center,18,,63113,Vacant Lot,2101.75896,18660001700
3958 FINNEY AV,Vandeventer,18,,63113,Vacant Lot,2144.572656,45640002700
3951 C D BANKS AV,Vandeventer,18,,63113,Vacant Lot,2145.064306,45640004600
3725 COOK AV,Covenant Blu / Grand Center,18,,63113,Vacant Lot,2162.564631,37360002800
3749 PAGE BLVD,Covenant Blu / Grand Center,18,,63113,Vacant Lot,2168.1696775,18650002800
4964 FOUNTAIN AV,Fountain Park,18,,63113,Vacant Lot,2178.374433,37650501900
4964 FOUNTAIN AV,Fountain Park,18,Rear Parcel,63113,Vacant Lot,2178.374433,37650504701
3743 EVANS AV,Covenant Blu / Grand Center,18,,63113,Vacant Lot,2194.5916945,18660003400
1026 WHITTIER ST,Vandeventer,18,,63113,Vacant Lot,2199.13,45660003500
4006 FINNEY AV,Vandeventer,18,,63113,Vacant Lot,2206.2069225,45640001900
3902 PAGE BLVD,Vandeventer,18,,63113,Vacant Lot,2225.5128505,37400001200
3908 PAGE BLVD,Vandeventer,18,,63113,Vacant Lot,2226.666671,37400000900
3721 COOK AV,Covenant Blu / Grand Center,18,,63113,Vacant Lot,2229,37360002600
712 WHITTIER ST,Vandeventer,18,,63108,Vacant Lot,2250,48740006100
3906 PAGE BLVD,Vandeventer,18,,63113,Vacant Lot,2250.131373,37400001001
4509 ENRIGHT AV,Lewis Place,18,,63108,Vacant Lot,2250.987854,37610603050
3900 PAGE BLVD,Vandeventer,18,,63113,Vacant Lot,2280.713647,37400001300
3910 PAGE BLVD,Vandeventer,18,,63113,Vacant Lot,2290.16,37400000800
4010 FINNEY AV,Vandeventer,18,,63113,Vacant Lot,2292.377191,45640001700
4002 FINNEY AV,Vandeventer,18,,63113,Vacant Lot,2311.043827,45640002000
3723 COOK AV,Covenant Blu / Grand Center,18,,63113,Vacant Lot,2331.089487,37360002700
1018 WHITTIER ST,Vandeventer,18,,63113,Vacant Lot,2340,45660003100
3933 COOK AV,Vandeventer,18,,63113,Vacant Lot,2350.075325,37410003600
4008 FINNEY AV,Vandeventer,18,,63113,Vacant Lot,2350.2358385,45640001800
3935 COOK AV,Vandeventer,18,,63113,Vacant Lot,2364.145127,37410003700
3939 COOK AV,Vandeventer,18,,63113,Vacant Lot,2382.6530955,37410003900
3937 COOK AV,Vandeventer,18,,63113,Vacant Lot,2382.69,37410003800
3957 C D BANKS AV,Vandeventer,18,,63113,Vacant Lot,2395.4617815,45640004700
3941 COOK AV,Vandeventer,18,,63113,Vacant Lot,2398.95688,37410004000
4062 COOK AV,Vandeventer,18,,63113,Vacant Lot,2428,37420000500
3719 COOK AV,Covenant Blu / Grand Center,18,,63113,Vacant Lot,2467.1728605,37360002500
1013 N KINGSHIGHWAY BLVD,Academy,18,,63113,Vacant Lot,2475.008889,48400002500
3931 COOK AV,Vandeventer,18,,63113,Vacant Lot,2486.1097575,37410003500
4257 W FINNEY AV,Vandeventer,18,,63113,Vacant Lot,2519.911275,37460007800
3812 COOK AV,Covenant Blu / Grand Center,18,,63113,Vacant Lot,2530.1736395,37380001400
3747 COOK AV,Covenant Blu / Grand Center,18,,63113,Vacant Lot,2531.194619,37390003500
3738 COZENS AV,Covenant Blu / Grand Center,18,,63113,Vacant Lot,2545.792015,18660000400
3740 COZENS AV,Covenant Blu / Grand Center,18,,63113,Vacant Lot,2553.7712975,18660000300
901 N TAYLOR AV,Lewis Place,18,,63108,Vacant Lot,2598.569782,37610602900
1020 WHITTIER ST,Vandeventer,18,,63113,Vacant Lot,2600,45660003200
3737 EVANS AV,Covenant Blu / Grand Center,18,,63113,Vacant Lot,2612.7787645,18660003200
3742 COZENS AV,Covenant Blu / Grand Center,18,,63113,Vacant Lot,2620.771629,18660000200
3731 EVANS AV,Covenant Blu / Grand Center,18,,63113,Vacant Lot,2620.970824,18660002900
5044 MINERVA AV,Academy,18,,63113,Vacant Lot,2631.532,37910002300
4568 KENSINGTON AV,Lewis Place,18,,63108,Vacant Lot,2694.8428295,37610607900
3736 COZENS AV,Covenant Blu / Grand Center,18,,63113,Vacant Lot,2720,18660000500
3849 DR MARTIN LUTHER KING DR,JeffVanderLou,18,,63113,Vacant Lot,2728.665863,36360001500
4261 W FINNEY AV,Vandeventer,18,,63113,Vacant Lot,2731.992741,37460008000
3735 EVANS AV,Covenant Blu / Grand Center,18,,63113,Vacant Lot,2740.303921,18660003100
4251 W FINNEY AV,Vandeventer,18,,63113,Vacant Lot,2759.762415,37460007500
4008 C D BANKS AV,Vandeventer,18,,63113,Vacant Lot,2774.316114,45650001900
522 N NEWSTEAD AV,Central West End,18,,63108,Vacant Lot,2800.020407,45820003400
5020 WELLS AV,Academy,18,,63113,Vacant Lot,2802.628625,37890002400
3946 C D BANKS AV,Vandeventer,18,,63113,Vacant Lot,2828.833389,45650002900
4255 W FINNEY AV,Vandeventer,18,,63113,Vacant Lot,2858.197283,37460007700
3962 C D BANKS AV,Vandeventer,18,,63113,Vacant Lot,2858.60106,45650002300
518 N NEWSTEAD AV,Central West End,18,,63108,Vacant Lot,2862.820321,45820003300
5019 RIDGE AV,Academy,18,,63113,Vacant Lot,2866,37890003100
1222 JONES ST,Vandeventer,18,,63113,Vacant Lot,2875.05,37400000600
3726 EVANS AV,Covenant Blu / Grand Center,18,,63113,Vacant Lot,2886.838672,18650000800
